median_income,housing_median_age,total_rooms,total_bedrooms,population,households,rooms_per_household,population_per_household,bedrooms_per_household,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
4.8088,19.0,3243.0,546.0,1334.0,515.0,6.297087378640777,2.5902912621359224,1.0601941747572816,1.0,0.0,0.0,0.0,169500.0
6.2742,20.0,3034.0,451.0,1669.0,430.0,7.055813953488372,3.8813953488372093,1.0488372093023255,0.0,0.0,0.0,0.0,241300.0
2.0,43.0,764.0,322.0,1275.0,306.0,2.496732026143791,4.166666666666667,1.0522875816993464,0.0,0.0,0.0,0.0,175000.0
5.5608,35.0,1511.0,274.0,873.0,254.0,5.948818897637795,3.437007874015748,1.078740157480315,0.0,0.0,0.0,0.0,226700.0
5.2452,4.0,2919.0,503.0,1592.0,491.0,5.945010183299389,3.2423625254582484,1.0244399185336048,1.0,0.0,0.0,0.0,161900.0
4.6437,21.0,2455.0,381.0,1094.0,327.0,7.507645259938838,3.345565749235474,1.165137614678899,1.0,0.0,0.0,0.0,191700.0
5.9177,27.0,698.0,116.0,391.0,126.0,5.5396825396825395,3.1031746031746033,0.9206349206349206,0.0,0.0,0.0,0.0,267600.0
5.3398,36.0,2535.0,451.0,1390.0,436.0,5.814220183486238,3.188073394495413,1.0344036697247707,0.0,0.0,0.0,1.0,260900.0
3.6,48.0,1801.0,353.0,1071.0,361.0,4.988919667590028,2.966759002770083,0.9778393351800554,0.0,0.0,0.0,0.0,194500.0
2.4338,49.0,2272.0,498.0,1621.0,483.0,4.703933747412008,3.3561076604554865,1.031055900621118,0.0,0.0,1.0,0.0,102400.0
1.5954,27.0,2456.0,1111.0,4137.0,1104.0,2.2246376811594204,3.7472826086956523,1.006340579710145,0.0,0.0,0.0,0.0,187500.0
4.5724,6.0,8733.0,1600.0,2006.0,736.0,11.865489130434783,2.7255434782608696,2.1739130434782608,1.0,0.0,0.0,0.0,168400.0
3.24,45.0,3046.0,633.0,1448.0,599.0,5.085141903171953,2.4173622704507514,1.0567612687813022,0.0,0.0,0.0,0.0,226900.0
3.0,18.0,8581.0,1957.0,6071.0,1889.0,4.542615140285865,3.213869772366331,1.0359978824775014,0.0,0.0,0.0,0.0,162200.0
2.3482,22.0,2981.0,873.0,1751.0,745.0,4.001342281879195,2.350335570469799,1.1718120805369128,0.0,0.0,0.0,1.0,190600.0
2.425,52.0,2432.0,495.0,928.0,435.0,5.590804597701149,2.1333333333333333,1.1379310344827587,1.0,0.0,0.0,0.0,121100.0
1.925,41.0,1292.0,334.0,1150.0,322.0,4.012422360248447,3.5714285714285716,1.0372670807453417,0.0,0.0,0.0,0.0,135200.0
10.076,12.0,2560.0,365.0,907.0,366.0,6.994535519125683,2.478142076502732,0.9972677595628415,0.0,0.0,0.0,1.0,500001.0
7.7752,23.0,1986.0,278.0,826.0,260.0,7.638461538461539,3.1769230769230767,1.0692307692307692,0.0,0.0,0.0,0.0,380000.0
4.8015,30.0,1576.0,282.0,1004.0,284.0,5.549295774647887,3.535211267605634,0.9929577464788732,0.0,0.0,0.0,0.0,179700.0
4.875,22.0,2239.0,475.0,1016.0,434.0,5.158986175115207,2.3410138248847927,1.0944700460829493,0.0,0.0,0.0,1.0,295400.0
4.8125,15.0,826.0,138.0,440.0,134.0,6.164179104477612,3.283582089552239,1.0298507462686568,1.0,0.0,0.0,0.0,173900.0
3.1212,39.0,1769.0,410.0,1499.0,390.0,4.535897435897436,3.8435897435897437,1.0512820512820513,0.0,0.0,0.0,0.0,153500.0
5.4609,28.0,4538.0,685.0,1996.0,667.0,6.80359820089955,2.992503748125937,1.0269865067466266,0.0,0.0,0.0,0.0,263600.0
3.25,20.0,812.0,192.0,494.0,172.0,4.72093023255814,2.872093023255814,1.1162790697674418,0.0,0.0,0.0,0.0,350000.0
4.25,24.0,6517.0,1279.0,3441.0,1198.0,5.439899833055092,2.87228714524207,1.0676126878130217,0.0,0.0,0.0,0.0,152100.0
4.4427,31.0,1797.0,327.0,796.0,319.0,5.633228840125392,2.4952978056426334,1.025078369905956,0.0,0.0,1.0,0.0,204500.0
4.2159,18.0,1027.0,206.0,436.0,180.0,5.705555555555556,2.422222222222222,1.1444444444444444,0.0,0.0,0.0,0.0,211300.0
8.2364,11.0,749.0,137.0,355.0,124.0,6.040322580645161,2.8629032258064515,1.1048387096774193,0.0,0.0,0.0,1.0,371800.0
2.7054,39.0,631.0,298.0,744.0,274.0,2.302919708029197,2.7153284671532845,1.0875912408759123,0.0,0.0,0.0,0.0,162500.0
3.0437,33.0,2433.0,525.0,1466.0,517.0,4.705996131528046,2.8355899419729207,1.0154738878143132,1.0,0.0,0.0,0.0,110800.0
4.105,42.0,1024.0,191.0,483.0,187.0,5.475935828877005,2.5828877005347595,1.0213903743315509,0.0,0.0,0.0,0.0,194500.0
1.4936,15.0,5612.0,1283.0,1015.0,472.0,11.889830508474576,2.1504237288135593,2.718220338983051,1.0,0.0,0.0,0.0,66900.0
4.3611,11.0,1317.0,234.0,655.0,243.0,5.419753086419753,2.6954732510288064,0.9629629629629629,0.0,0.0,0.0,0.0,329700.0
5.1909,16.0,2175.0,327.0,1037.0,326.0,6.671779141104294,3.1809815950920246,1.0030674846625767,0.0,0.0,0.0,0.0,201400.0
2.7026,38.0,1076.0,286.0,1535.0,323.0,3.331269349845201,4.752321981424148,0.8854489164086687,0.0,0.0,0.0,0.0,145000.0
4.8281,11.0,2050.0,382.0,1044.0,371.0,5.525606469002695,2.8140161725067387,1.0296495956873315,1.0,0.0,0.0,0.0,137000.0
2.9167,8.0,1294.0,272.0,457.0,199.0,6.50251256281407,2.2964824120603016,1.3668341708542713,1.0,0.0,0.0,0.0,115300.0
1.913,35.0,1368.0,486.0,2239.0,461.0,2.9674620390455533,4.856832971800434,1.054229934924078,0.0,0.0,0.0,0.0,114300.0
4.2589,20.0,2308.0,461.0,2223.0,456.0,5.06140350877193,4.875,1.0109649122807018,0.0,0.0,0.0,0.0,191000.0
5.8083,10.0,1526.0,339.0,705.0,268.0,5.6940298507462686,2.6305970149253732,1.2649253731343284,0.0,0.0,0.0,0.0,321800.0
2.0673,45.0,943.0,289.0,953.0,238.0,3.96218487394958,4.004201680672269,1.2142857142857142,0.0,0.0,0.0,0.0,151600.0
1.9107,15.0,619.0,160.0,287.0,104.0,5.951923076923077,2.7596153846153846,1.5384615384615385,1.0,0.0,0.0,0.0,79200.0
12.8879,28.0,6748.0,904.0,2431.0,876.0,7.703196347031963,2.7751141552511416,1.0319634703196348,0.0,0.0,0.0,0.0,500001.0
15.0001,47.0,2234.0,276.0,749.0,260.0,8.592307692307692,2.8807692307692307,1.0615384615384615,0.0,0.0,0.0,0.0,500001.0
3.0963,23.0,6876.0,1456.0,2942.0,1386.0,4.961038961038961,2.1226551226551225,1.0505050505050506,1.0,0.0,0.0,0.0,156900.0
3.725,34.0,2351.0,430.0,1063.0,428.0,5.492990654205608,2.4836448598130842,1.048689138576779,0.0,0.0,0.0,1.0,278000.0
3.5295,15.0,3051.0,685.0,1479.0,668.0,4.567365269461078,2.214071856287425,1.0254491017964071,0.0,0.0,1.0,0.0,242200.0
3.6083,16.0,3295.0,565.0,2279.0,576.0,5.720486111111111,3.9565972222222223,0.9809027777777778,1.0,0.0,0.0,0.0,146400.0
5.2035,40.0,1565.0,269.0,826.0,268.0,5.83955223880597,3.082089552238806,1.0037313432835822,0.0,0.0,0.0,0.0,485700.0
5.3245,8.0,2371.0,375.0,1094.0,396.0,5.987373737373737,2.7626262626262625,0.946969696969697,1.0,0.0,0.0,0.0,174500.0
7.6229,35.0,2471.0,349.0,881.0,342.0,7.2251461988304095,2.5760233918128654,1.0204678362573099,0.0,0.0,1.0,0.0,500001.0
4.0556,19.0,1649.0,328.0,382.0,151.0,10.920529801324504,2.5298013245033113,2.172185430463576,1.0,0.0,0.0,0.0,133000.0
4.6042,20.0,2206.0,458.0,926.0,432.0,5.106481481481482,2.1435185185185186,1.0601851851851851,0.0,0.0,0.0,0.0,256400.0
3.225,19.0,2310.0,471.0,1341.0,441.0,5.238095238095238,3.0408163265306123,1.0680272108843538,0.0,0.0,0.0,0.0,166900.0
3.6289,25.0,1759.0,404.0,1404.0,385.0,4.568831168831169,3.6467532467532466,1.0493506493506493,0.0,0.0,0.0,0.0,195800.0
1.684,22.0,2295.0,508.0,1654.0,478.0,4.801255230125523,3.4602510460251046,1.0627615062761506,1.0,0.0,0.0,0.0,65900.0
4.1957,11.0,2161.0,371.0,1267.0,388.0,5.569587628865979,3.265463917525773,0.9561855670103093,1.0,0.0,0.0,0.0,92700.0
3.3438,29.0,1387.0,236.0,671.0,239.0,5.803347280334728,2.807531380753138,0.9874476987447699,1.0,0.0,0.0,0.0,74000.0
4.5185,30.0,4255.0,773.0,2129.0,730.0,5.828767123287672,2.9164383561643836,1.058904109589041,1.0,0.0,0.0,0.0,142500.0
4.2227,30.0,4114.0,743.0,1994.0,722.0,5.698060941828255,2.7617728531855956,1.0290858725761773,1.0,0.0,0.0,0.0,134400.0
4.9688,35.0,1442.0,276.0,795.0,268.0,5.380597014925373,2.966417910447761,1.0298507462686568,0.0,0.0,0.0,0.0,216900.0
4.4609,15.0,4260.0,770.0,2007.0,695.0,6.129496402877698,2.887769784172662,1.1079136690647482,1.0,0.0,0.0,0.0,230000.0
3.9219,37.0,1399.0,224.0,530.0,235.0,5.953191489361702,2.25531914893617,0.9531914893617022,0.0,0.0,0.0,1.0,433300.0
4.625,33.0,2017.0,370.0,949.0,342.0,5.89766081871345,2.7748538011695905,1.0818713450292399,0.0,0.0,1.0,0.0,228600.0
4.3125,34.0,703.0,127.0,369.0,127.0,5.535433070866142,2.905511811023622,1.0,0.0,0.0,0.0,0.0,210100.0
5.8453,10.0,1572.0,232.0,247.0,104.0,15.115384615384615,2.375,2.230769230769231,1.0,0.0,0.0,0.0,193800.0
5.253,35.0,1074.0,180.0,442.0,173.0,6.208092485549133,2.554913294797688,1.0404624277456647,0.0,0.0,0.0,1.0,204000.0
0.7714,16.0,761.0,306.0,438.0,282.0,2.698581560283688,1.553191489361702,1.0851063829787233,1.0,0.0,0.0,0.0,87500.0
3.075,29.0,2681.0,632.0,1652.0,620.0,4.324193548387097,2.664516129032258,1.0193548387096774,0.0,0.0,0.0,1.0,215800.0
3.7454,35.0,2342.0,426.0,2176.0,416.0,5.6298076923076925,5.230769230769231,1.0240384615384615,0.0,0.0,0.0,0.0,156900.0
3.5528,27.0,3043.0,787.0,1398.0,747.0,4.073627844712182,1.8714859437751004,1.0535475234270415,0.0,0.0,0.0,1.0,271100.0
5.0731,9.0,1344.0,279.0,530.0,265.0,5.071698113207547,2.0,1.0528301886792453,0.0,0.0,0.0,0.0,185100.0
4.6852,52.0,3697.0,691.0,1436.0,671.0,5.509687034277198,2.1400894187779436,1.0298062593144561,0.0,0.0,0.0,1.0,395200.0
1.9028,50.0,1279.0,300.0,675.0,255.0,5.015686274509804,2.6470588235294117,1.1764705882352942,0.0,0.0,1.0,0.0,150800.0
4.3643,17.0,3214.0,551.0,1879.0,562.0,5.7188612099644125,3.3434163701067616,0.9804270462633452,1.0,0.0,0.0,0.0,124900.0
3.63,32.0,2856.0,622.0,1499.0,601.0,4.752079866888519,2.4941763727121464,1.0349417637271214,0.0,0.0,0.0,0.0,183400.0
3.9917,35.0,908.0,194.0,413.0,197.0,4.6091370558375635,2.0964467005076144,0.9847715736040609,0.0,0.0,1.0,0.0,290800.0
3.15,35.0,796.0,132.0,313.0,152.0,5.2368421052631575,2.0592105263157894,0.868421052631579,1.0,0.0,0.0,0.0,153200.0
4.1793,35.0,2908.0,595.0,1068.0,529.0,5.497164461247637,2.01890359168242,1.1247637051039698,0.0,0.0,0.0,1.0,500001.0
3.512,16.0,7961.0,2276.0,5014.0,2116.0,3.7622873345935726,2.369565217391304,1.0756143667296787,0.0,0.0,0.0,0.0,218400.0
5.5,21.0,2759.0,409.0,1053.0,374.0,7.377005347593583,2.8155080213903743,1.0935828877005347,1.0,0.0,0.0,0.0,165700.0
1.6531,30.0,3112.0,931.0,2739.0,841.0,3.700356718192628,3.256837098692033,1.1070154577883473,0.0,0.0,0.0,0.0,118500.0
4.3513,12.0,9302.0,1603.0,4074.0,1504.0,6.184840425531915,2.708776595744681,1.0658244680851063,0.0,0.0,0.0,0.0,199600.0
3.855,18.0,6430.0,1412.0,2897.0,1348.0,4.770029673590504,2.1491097922848663,1.0474777448071217,0.0,0.0,0.0,0.0,243800.0
2.5119,26.0,1701.0,404.0,989.0,367.0,4.6348773841961854,2.6948228882833787,1.1008174386920981,0.0,0.0,0.0,0.0,171700.0
4.8073,11.0,1554.0,260.0,793.0,233.0,6.669527896995708,3.40343347639485,1.1158798283261802,1.0,0.0,0.0,0.0,156700.0
2.2857,14.0,520.0,292.0,282.0,213.0,2.4413145539906105,1.323943661971831,1.3708920187793427,0.0,0.0,0.0,0.0,500001.0
2.8438,34.0,1719.0,398.0,1444.0,372.0,4.620967741935484,3.881720430107527,1.0698924731182795,0.0,0.0,0.0,1.0,139300.0
3.2061,20.0,3899.0,763.0,2198.0,779.0,5.005134788189987,2.821566110397946,0.9794608472400513,1.0,0.0,0.0,0.0,120400.0
10.0472,11.0,1177.0,138.0,415.0,119.0,9.890756302521009,3.4873949579831933,1.1596638655462186,0.0,0.0,0.0,0.0,500001.0
2.182,37.0,3107.0,903.0,3456.0,734.0,4.232970027247957,4.708446866485014,1.2302452316076293,0.0,0.0,0.0,0.0,147500.0
4.1164,52.0,2260.0,416.0,994.0,412.0,5.485436893203883,2.412621359223301,1.0097087378640777,0.0,0.0,1.0,0.0,198200.0
3.1719,43.0,3819.0,708.0,1505.0,712.0,5.36376404494382,2.1137640449438204,0.9943820224719101,0.0,0.0,0.0,0.0,183500.0
4.7426,16.0,2546.0,429.0,1683.0,408.0,6.240196078431373,4.125,1.0514705882352942,0.0,0.0,0.0,0.0,160600.0
2.8173,21.0,1033.0,195.0,588.0,187.0,5.524064171122995,3.144385026737968,1.0427807486631016,0.0,0.0,0.0,1.0,226900.0
6.1183,19.0,3170.0,444.0,1344.0,452.0,7.013274336283186,2.9734513274336285,0.9823008849557522,1.0,0.0,0.0,0.0,221600.0
1.4896,17.0,1483.0,284.0,481.0,211.0,7.028436018957346,2.279620853080569,1.3459715639810426,1.0,0.0,0.0,0.0,83300.0
2.7045,36.0,391.0,74.0,171.0,79.0,4.949367088607595,2.1645569620253164,0.9367088607594937,1.0,0.0,0.0,0.0,102800.0
3.0729,37.0,1538.0,298.0,867.0,285.0,5.396491228070175,3.042105263157895,1.0456140350877192,0.0,0.0,0.0,1.0,128700.0
4.3472,22.0,5042.0,974.0,2260.0,935.0,5.392513368983957,2.4171122994652405,1.041711229946524,0.0,0.0,0.0,1.0,351200.0
5.8461,34.0,1290.0,203.0,664.0,204.0,6.323529411764706,3.2549019607843137,0.9950980392156863,0.0,0.0,0.0,0.0,227400.0
3.5696,4.0,7151.0,1295.0,3527.0,1170.0,6.111965811965812,3.0145299145299145,1.106837606837607,1.0,0.0,0.0,0.0,129700.0
4.9537,52.0,3688.0,640.0,1605.0,567.0,6.504409171075838,2.8306878306878307,1.128747795414462,0.0,0.0,1.0,0.0,365600.0
2.7763,30.0,6132.0,1538.0,3147.0,1449.0,4.231884057971015,2.1718426501035197,1.0614216701173222,0.0,0.0,0.0,0.0,187800.0
4.1597,37.0,1600.0,349.0,1012.0,366.0,4.371584699453552,2.7650273224043715,0.953551912568306,0.0,0.0,0.0,0.0,201600.0
3.0917,32.0,964.0,198.0,623.0,201.0,4.796019900497512,3.099502487562189,0.9850746268656716,1.0,0.0,0.0,0.0,88900.0
2.794,15.0,4210.0,899.0,1933.0,867.0,4.855824682814302,2.229527104959631,1.0369088811995386,0.0,0.0,0.0,1.0,262500.0
3.2121,42.0,1577.0,379.0,1317.0,378.0,4.171957671957672,3.484126984126984,1.0026455026455026,0.0,0.0,0.0,0.0,153900.0
4.4561,12.0,5589.0,941.0,3018.0,917.0,6.094874591057797,3.2911668484187566,1.0261723009814614,1.0,0.0,0.0,0.0,96900.0
2.7546,40.0,1331.0,374.0,1276.0,389.0,3.4215938303341904,3.2802056555269923,0.961439588688946,0.0,0.0,0.0,0.0,172500.0
3.4698,38.0,1495.0,300.0,598.0,280.0,5.339285714285714,2.1357142857142857,1.0714285714285714,0.0,0.0,0.0,0.0,265400.0
6.2517,25.0,2799.0,388.0,1348.0,389.0,7.195372750642673,3.4652956298200515,0.9974293059125964,0.0,0.0,0.0,0.0,311100.0
5.1647,5.0,3958.0,665.0,2456.0,666.0,5.942942942942943,3.6876876876876876,0.9984984984984985,1.0,0.0,0.0,0.0,154700.0
8.5407,22.0,2711.0,352.0,1305.0,368.0,7.366847826086956,3.546195652173913,0.9565217391304348,0.0,0.0,0.0,0.0,398800.0
1.4556,32.0,3141.0,812.0,2589.0,721.0,4.356449375866852,3.590846047156727,1.1262135922330097,1.0,0.0,0.0,0.0,54600.0
3.0521,27.0,823.0,171.0,798.0,200.0,4.115,3.99,0.855,1.0,0.0,0.0,0.0,113800.0
3.455,48.0,3118.0,561.0,1275.0,530.0,5.8830188679245285,2.4056603773584904,1.058490566037736,0.0,0.0,0.0,0.0,222100.0
2.8,27.0,1251.0,282.0,503.0,283.0,4.420494699646643,1.7773851590106007,0.9964664310954063,0.0,0.0,0.0,1.0,353000.0
1.9375,41.0,1105.0,257.0,816.0,197.0,5.6091370558375635,4.1421319796954315,1.3045685279187818,1.0,0.0,0.0,0.0,64100.0
3.0217,22.0,1236.0,273.0,615.0,248.0,4.983870967741935,2.4798387096774195,1.1008064516129032,1.0,0.0,0.0,0.0,106900.0
1.2387,42.0,4219.0,1125.0,3549.0,993.0,4.248741188318228,3.5740181268882174,1.1329305135951662,0.0,0.0,1.0,0.0,212800.0
4.9394,31.0,2421.0,389.0,1348.0,413.0,5.861985472154964,3.263922518159806,0.9418886198547215,0.0,0.0,0.0,0.0,217800.0
4.175,18.0,4813.0,849.0,2333.0,843.0,5.709371293001186,2.767497034400949,1.00711743772242,1.0,0.0,0.0,0.0,144400.0
3.1628,35.0,2084.0,549.0,1077.0,545.0,3.8238532110091743,1.9761467889908257,1.0073394495412844,0.0,0.0,0.0,1.0,318400.0
4.2273,18.0,1830.0,313.0,905.0,361.0,5.069252077562327,2.5069252077562325,0.8670360110803325,1.0,0.0,0.0,0.0,141800.0
2.3309,46.0,1234.0,375.0,1183.0,354.0,3.4858757062146895,3.34180790960452,1.0593220338983051,0.0,0.0,1.0,0.0,98700.0
2.3056,31.0,1109.0,354.0,1119.0,334.0,3.320359281437126,3.3502994011976046,1.0598802395209581,0.0,0.0,0.0,0.0,200000.0
4.6648,10.0,901.0,163.0,698.0,167.0,5.395209580838324,4.179640718562874,0.9760479041916168,0.0,0.0,0.0,1.0,156100.0
5.5845,20.0,5689.0,992.0,3752.0,1002.0,5.677644710578842,3.744510978043912,0.9900199600798403,0.0,0.0,0.0,1.0,304300.0
6.0829,17.0,8562.0,1351.0,3822.0,1316.0,6.506079027355623,2.904255319148936,1.0265957446808511,0.0,0.0,0.0,0.0,252600.0
1.8281,29.0,2077.0,577.0,1418.0,524.0,3.963740458015267,2.7061068702290076,1.1011450381679388,1.0,0.0,0.0,0.0,76800.0
3.0938,31.0,1236.0,329.0,1486.0,337.0,3.6676557863501484,4.4094955489614245,0.9762611275964391,0.0,0.0,0.0,0.0,155400.0
2.5473,32.0,2685.0,543.0,1061.0,492.0,5.4573170731707314,2.1565040650406506,1.103658536585366,1.0,0.0,0.0,0.0,101600.0
3.1359,38.0,3195.0,828.0,2410.0,778.0,4.10668380462725,3.0976863753213366,1.06426735218509,0.0,0.0,0.0,1.0,350000.0
8.1489,18.0,4845.0,735.0,1634.0,734.0,6.600817438692098,2.226158038147139,1.0013623978201636,0.0,0.0,1.0,0.0,499000.0
2.7375,15.0,8948.0,1985.0,1316.0,514.0,17.408560311284045,2.5603112840466924,3.8618677042801557,1.0,0.0,0.0,0.0,90800.0
5.5524,21.0,3891.0,616.0,1968.0,632.0,6.156645569620253,3.1139240506329116,0.9746835443037974,0.0,0.0,0.0,0.0,279200.0
4.0433,13.0,3603.0,573.0,1644.0,515.0,6.996116504854369,3.1922330097087377,1.112621359223301,1.0,0.0,0.0,0.0,132300.0
8.4331,36.0,2043.0,467.0,606.0,326.0,6.266871165644171,1.8588957055214723,1.4325153374233128,0.0,0.0,0.0,1.0,500001.0
1.4712,41.0,1124.0,344.0,807.0,316.0,3.5569620253164556,2.5537974683544302,1.0886075949367089,1.0,0.0,0.0,0.0,94600.0
3.6,29.0,2617.0,668.0,1868.0,647.0,4.044822256568779,2.8871715610510047,1.0324574961360125,0.0,0.0,0.0,0.0,208800.0
1.7788,14.0,2063.0,559.0,934.0,529.0,3.899810964083176,1.7655954631379962,1.056710775047259,1.0,0.0,0.0,0.0,85800.0
3.4167,36.0,1138.0,228.0,725.0,219.0,5.19634703196347,3.310502283105023,1.0410958904109588,0.0,0.0,0.0,0.0,187200.0
2.9306,40.0,1868.0,356.0,799.0,403.0,4.635235732009925,1.9826302729528535,0.8833746898263027,0.0,0.0,0.0,0.0,279300.0
3.8438,37.0,2155.0,446.0,1255.0,428.0,5.035046728971962,2.932242990654206,1.0420560747663552,0.0,0.0,0.0,1.0,250700.0
3.5,43.0,1145.0,230.0,586.0,254.0,4.5078740157480315,2.3070866141732282,0.905511811023622,0.0,0.0,0.0,1.0,267400.0
5.2849,16.0,2103.0,348.0,1305.0,356.0,5.907303370786517,3.6657303370786516,0.9775280898876404,1.0,0.0,0.0,0.0,160400.0
3.2946,52.0,1731.0,502.0,849.0,466.0,3.7145922746781115,1.8218884120171674,1.0772532188841202,0.0,0.0,0.0,0.0,321600.0
2.3099,13.0,2109.0,477.0,1108.0,466.0,4.5257510729613735,2.3776824034334765,1.0236051502145922,1.0,0.0,0.0,0.0,89600.0
4.825,45.0,1780.0,289.0,755.0,328.0,5.426829268292683,2.301829268292683,0.8810975609756098,0.0,0.0,0.0,0.0,351100.0
3.4107,33.0,1036.0,181.0,620.0,174.0,5.954022988505747,3.5632183908045976,1.0402298850574712,1.0,0.0,0.0,0.0,110400.0
1.7829,47.0,2149.0,456.0,965.0,419.0,5.128878281622912,2.3031026252983295,1.0883054892601431,1.0,0.0,0.0,0.0,55900.0
3.3882,17.0,3675.0,672.0,1693.0,597.0,6.155778894472362,2.835845896147404,1.1256281407035176,0.0,0.0,0.0,0.0,190800.0
1.7083,44.0,1703.0,358.0,789.0,249.0,6.839357429718875,3.1686746987951806,1.4377510040160641,0.0,0.0,0.0,0.0,100000.0
3.9696,25.0,352.0,41.0,99.0,34.0,10.352941176470589,2.911764705882353,1.2058823529411764,1.0,0.0,0.0,0.0,500000.0
2.5625,33.0,1280.0,307.0,999.0,286.0,4.475524475524476,3.493006993006993,1.0734265734265733,0.0,0.0,1.0,0.0,89300.0
1.8818,35.0,1138.0,304.0,1128.0,311.0,3.6591639871382635,3.627009646302251,0.977491961414791,0.0,0.0,0.0,0.0,100000.0
2.5868,16.0,2129.0,420.0,932.0,379.0,5.617414248021108,2.45910290237467,1.108179419525066,1.0,0.0,0.0,0.0,146900.0
2.105,52.0,1952.0,628.0,1284.0,576.0,3.388888888888889,2.2291666666666665,1.0902777777777777,0.0,0.0,1.0,0.0,316700.0
6.1968,18.0,2436.0,375.0,1303.0,386.0,6.310880829015544,3.3756476683937824,0.9715025906735751,0.0,0.0,0.0,0.0,344700.0
3.3836,43.0,2021.0,379.0,1051.0,352.0,5.7414772727272725,2.9857954545454546,1.0767045454545454,0.0,0.0,0.0,0.0,129900.0
2.3778,35.0,2028.0,456.0,972.0,398.0,5.0954773869346734,2.442211055276382,1.1457286432160805,1.0,0.0,0.0,0.0,90700.0
3.0208,36.0,1077.0,293.0,518.0,276.0,3.902173913043478,1.8768115942028984,1.0615942028985508,0.0,0.0,1.0,0.0,206300.0
6.6537,32.0,2621.0,412.0,1285.0,414.0,6.330917874396135,3.103864734299517,0.9951690821256038,0.0,0.0,0.0,0.0,267600.0
3.6719,43.0,2752.0,645.0,1674.0,614.0,4.482084690553746,2.726384364820847,1.0504885993485342,0.0,0.0,0.0,0.0,161300.0
4.0469,33.0,1903.0,386.0,1187.0,340.0,5.597058823529411,3.4911764705882353,1.1352941176470588,0.0,0.0,0.0,0.0,196600.0
3.4267,11.0,3467.0,749.0,2163.0,676.0,5.128698224852071,3.1997041420118344,1.1079881656804733,1.0,0.0,0.0,0.0,164400.0
1.8839,25.0,1847.0,371.0,1460.0,353.0,5.232294617563739,4.135977337110481,1.0509915014164306,1.0,0.0,0.0,0.0,46300.0
2.0417,27.0,2692.0,481.0,1518.0,447.0,6.022371364653244,3.3959731543624163,1.0760626398210291,1.0,0.0,0.0,0.0,94200.0
4.7917,30.0,2246.0,446.0,1837.0,431.0,5.211136890951276,4.262180974477959,1.0348027842227379,0.0,0.0,0.0,0.0,164500.0
2.7659,10.0,7011.0,1453.0,4163.0,1307.0,5.364192807957154,3.1851568477429226,1.1117061973986229,1.0,0.0,0.0,0.0,77500.0
4.8516,34.0,2116.0,427.0,972.0,396.0,5.343434343434343,2.4545454545454546,1.0782828282828283,0.0,0.0,0.0,0.0,213600.0
2.3155,14.0,2351.0,620.0,1215.0,548.0,4.29014598540146,2.2171532846715327,1.1313868613138687,1.0,0.0,0.0,0.0,102300.0
4.6357,4.0,23915.0,4135.0,10877.0,3958.0,6.042193026781202,2.7481051035876707,1.0447195553309752,0.0,0.0,0.0,1.0,244900.0
1.4012,52.0,1087.0,371.0,3337.0,350.0,3.105714285714286,9.534285714285714,1.06,0.0,0.0,1.0,0.0,175000.0
1.875,29.0,1899.0,524.0,1357.0,443.0,4.286681715575621,3.0632054176072234,1.182844243792325,0.0,0.0,1.0,0.0,97200.0
2.2548,35.0,2552.0,588.0,1840.0,551.0,4.631578947368421,3.339382940108893,1.0671506352087115,1.0,0.0,0.0,0.0,113300.0
5.1586,29.0,2893.0,543.0,1636.0,540.0,5.357407407407408,3.0296296296296297,1.0055555555555555,0.0,0.0,0.0,0.0,237400.0
2.675,25.0,1758.0,357.0,689.0,278.0,6.323741007194244,2.4784172661870505,1.2841726618705036,1.0,0.0,0.0,0.0,104200.0
1.8288,20.0,1232.0,332.0,667.0,288.0,4.277777777777778,2.3159722222222223,1.1527777777777777,1.0,0.0,0.0,0.0,32500.0
4.2075,15.0,6093.0,1051.0,2415.0,997.0,6.111334002006018,2.4222668004012036,1.0541624874623872,1.0,0.0,0.0,0.0,183600.0
4.0114,42.0,1625.0,255.0,578.0,243.0,6.68724279835391,2.3786008230452675,1.0493827160493827,0.0,0.0,1.0,0.0,166900.0
6.8336,35.0,1817.0,262.0,659.0,262.0,6.935114503816794,2.515267175572519,1.0,0.0,0.0,0.0,1.0,457200.0
7.2589,21.0,2475.0,341.0,812.0,308.0,8.035714285714286,2.6363636363636362,1.1071428571428572,0.0,0.0,1.0,0.0,320400.0
3.2705,12.0,7105.0,1447.0,4520.0,1333.0,5.330082520630158,3.390847711927982,1.0855213803450863,1.0,0.0,0.0,0.0,113200.0
9.337,52.0,204.0,34.0,1154.0,28.0,7.285714285714286,41.214285714285715,1.2142857142857142,0.0,0.0,0.0,0.0,500001.0
2.5395,26.0,2296.0,534.0,1777.0,507.0,4.5285996055226825,3.504930966469428,1.0532544378698225,0.0,0.0,0.0,0.0,191000.0
1.2434,52.0,249.0,78.0,396.0,85.0,2.929411764705882,4.658823529411765,0.9176470588235294,0.0,0.0,1.0,0.0,500001.0
2.7813,41.0,1158.0,396.0,1209.0,336.0,3.4464285714285716,3.5982142857142856,1.1785714285714286,0.0,0.0,0.0,1.0,129200.0
