,outlier_variable,iqr_flag,modified_z_flag,modified_z_score,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
3948,total_rooms,True,True,4.108857412060301,-116.46,33.79,10.0,6960.0,1487.0,1130.0,661.0,2.1411,136400.0,INLAND
3961,total_rooms,True,True,9.822618090452261,-117.08,32.83,7.0,13703.0,2352.0,4446.0,1856.0,6.4335,260600.0,<1H OCEAN
3963,total_rooms,True,True,4.3503555276381904,-121.86,37.22,18.0,7245.0,1029.0,2893.0,1049.0,6.9508,361200.0,<1H OCEAN
4002,total_rooms,True,True,4.496949120603015,-118.52,34.02,24.0,7418.0,1755.0,2713.0,1577.0,5.0867,500001.0,<1H OCEAN
4027,total_rooms,True,True,5.2121224874371865,-118.4,34.13,32.0,8262.0,1156.0,2712.0,1125.0,10.5575,500001.0,<1H OCEAN
4037,total_rooms,True,True,4.289345477386934,-121.26,38.74,22.0,7173.0,1314.0,3526.0,1316.0,3.3941,135900.0,INLAND
4059,total_rooms,True,True,4.443565326633165,-122.3,37.84,14.0,7355.0,2408.0,3100.0,2051.0,4.0018,143800.0,NEAR BAY
4063,total_rooms,True,True,9.116765703517588,-117.46,34.04,3.0,12870.0,2315.0,5820.0,1759.0,4.2429,147300.0,INLAND
4064,total_rooms,True,True,6.864478015075377,-122.1,37.93,20.0,10212.0,1424.0,4083.0,1374.0,8.039,382200.0,NEAR BAY
4098,total_rooms,True,True,9.104055276381908,-122.06,37.4,21.0,12855.0,3226.0,7273.0,3052.0,4.3351,267400.0,NEAR BAY
4108,total_rooms,True,True,5.047734296482412,-121.77,37.67,20.0,8068.0,1217.0,3489.0,1259.0,5.7907,264200.0,INLAND
4123,total_rooms,True,True,6.053552763819095,-117.85,34.11,25.0,9255.0,1659.0,4944.0,1627.0,4.5708,223000.0,INLAND
4124,total_rooms,True,False,3.4690992462311554,-122.61,38.09,18.0,6205.0,821.0,2311.0,756.0,6.9081,368700.0,<1H OCEAN
4133,total_rooms,True,True,4.1681727386934675,-122.0,38.28,3.0,7030.0,1191.0,3238.0,1055.0,4.962,161700.0,INLAND
4143,total_rooms,True,False,3.0496551507537686,-117.55,34.14,3.0,5710.0,919.0,2874.0,886.0,5.3638,206300.0,INLAND
4160,total_rooms,True,False,3.3691105527638188,-116.54,33.81,24.0,6087.0,1217.0,1721.0,833.0,3.1493,199400.0,INLAND
4164,total_rooms,True,True,9.434526381909548,-117.32,33.15,15.0,13245.0,2212.0,5495.0,2060.0,5.4904,262100.0,NEAR OCEAN
4173,total_rooms,True,True,7.685571608040201,-121.83,37.31,19.0,11181.0,1895.0,7817.0,1853.0,5.6058,232700.0,<1H OCEAN
4197,total_rooms,True,False,3.46655716080402,-119.73,36.74,14.0,6202.0,1551.0,5561.0,1435.0,1.6073,64700.0,INLAND
4214,total_rooms,True,True,6.263698492462311,-119.2,34.19,19.0,9503.0,1769.0,6370.0,1718.0,5.0016,218500.0,NEAR OCEAN
4230,total_rooms,True,True,3.856343592964824,-118.13,33.95,24.0,6662.0,1852.0,3792.0,1735.0,3.1104,230000.0,<1H OCEAN
4232,total_rooms,True,True,5.196869974874372,-118.49,34.43,15.0,8244.0,1409.0,4453.0,1357.0,5.4829,199600.0,<1H OCEAN
4259,total_rooms,True,True,4.335950376884422,-121.41,38.56,17.0,7228.0,1369.0,2455.0,1365.0,5.1385,179500.0,INLAND
4260,total_rooms,True,True,3.9376903266331658,-117.41,34.11,12.0,6758.0,1550.0,3204.0,1279.0,2.5181,105500.0,INLAND
4283,total_rooms,True,True,4.132583542713568,-116.85,34.26,18.0,6988.0,1635.0,2044.0,726.0,2.4308,90600.0,INLAND
4289,total_rooms,True,True,4.547790829145728,-118.35,34.11,33.0,7478.0,1678.0,2701.0,1500.0,4.1717,500001.0,<1H OCEAN
4290,total_rooms,True,True,3.904643216080402,-121.94,37.73,22.0,6719.0,1068.0,2843.0,994.0,6.1265,260300.0,<1H OCEAN
4297,total_rooms,True,True,5.9018749999999995,-118.2,34.69,5.0,9076.0,1503.0,7694.0,1278.0,4.875,163400.0,INLAND
4313,total_rooms,True,False,3.425883793969849,-118.6,34.26,18.0,6154.0,1070.0,3010.0,1034.0,5.6392,271500.0,<1H OCEAN
4327,total_rooms,True,False,3.2038749999999996,-121.67,36.58,11.0,5892.0,837.0,2327.0,812.0,6.1551,291800.0,<1H OCEAN
4362,total_rooms,True,True,3.500451633165829,-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,4.25,281600.0,<1H OCEAN
4396,total_rooms,True,True,4.726584170854271,-120.91,38.98,13.0,7689.0,1415.0,3264.0,1198.0,3.653,146800.0,INLAND
4401,total_rooms,True,True,3.912269472361809,-122.46,37.63,22.0,6728.0,1382.0,3783.0,1310.0,5.0479,280400.0,NEAR OCEAN
4406,total_rooms,True,False,3.1843856783919593,-122.06,37.9,25.0,5869.0,1685.0,2669.0,1554.0,2.6998,216100.0,NEAR BAY
4422,total_rooms,True,True,3.6987342964824124,-118.58,34.17,18.0,6476.0,1082.0,2413.0,958.0,5.6327,500001.0,<1H OCEAN
4477,total_rooms,True,True,4.696079145728643,-121.86,39.78,12.0,7653.0,1578.0,3628.0,1494.0,3.0905,117800.0,INLAND
4493,total_rooms,True,False,3.396226130653266,-118.15,34.12,36.0,6119.0,1513.0,2719.0,1402.0,3.8427,319700.0,<1H OCEAN
4503,total_rooms,True,True,13.1171608040201,-118.42,33.75,22.0,17591.0,2604.0,6897.0,2492.0,8.2831,500001.0,NEAR OCEAN
4504,total_rooms,True,True,3.687718592964824,-117.27,34.45,8.0,6463.0,1095.0,3213.0,1031.0,3.2215,108800.0,INLAND
4512,total_rooms,True,True,6.108631281407035,-118.48,34.14,31.0,9320.0,1143.0,2980.0,1109.0,10.3599,500001.0,<1H OCEAN
4520,total_rooms,True,True,10.425092336683417,-121.35,38.7,5.0,14414.0,2979.0,7608.0,2832.0,3.5802,129600.0,INLAND
4531,total_rooms,True,False,3.4945201005025126,-117.29,33.19,18.0,6235.0,1233.0,4127.0,1162.0,3.0704,151600.0,NEAR OCEAN
4555,total_rooms,True,True,3.95463756281407,-122.33,38.31,14.0,6778.0,947.0,2768.0,1014.0,6.1953,258900.0,NEAR BAY
4668,total_rooms,True,False,3.053891959798995,-118.16,34.11,31.0,5715.0,1154.0,2639.0,1079.0,4.1661,364400.0,<1H OCEAN
4675,total_rooms,True,True,3.6529767587939697,-122.16,37.17,35.0,6422.0,1380.0,2755.0,1064.0,5.0165,202300.0,NEAR OCEAN
4689,total_rooms,True,True,5.698508165829145,-117.94,33.91,18.0,8836.0,1527.0,3946.0,1451.0,5.6441,313000.0,<1H OCEAN
4690,total_rooms,True,True,21.68314133165829,-117.87,34.04,7.0,27700.0,4179.0,15037.0,4072.0,6.6288,339700.0,<1H OCEAN
4718,total_rooms,True,False,3.4191048994974875,-120.48,37.34,8.0,6146.0,1017.0,2821.0,987.0,4.67,127600.0,INLAND
4723,total_rooms,True,True,4.1724095477386935,-119.05,35.32,11.0,7035.0,1455.0,3525.0,1387.0,3.4827,93600.0,INLAND
4741,total_rooms,True,False,3.036097361809045,-124.19,40.73,21.0,5694.0,1056.0,2907.0,972.0,3.5363,90100.0,NEAR OCEAN
4767,total_rooms,True,False,3.034402638190955,-116.19,33.69,11.0,5692.0,1346.0,5682.0,1273.0,2.5383,74000.0,INLAND
4800,total_rooms,True,True,6.584848618090452,-118.14,34.57,6.0,9882.0,1892.0,4892.0,1621.0,3.7636,167600.0,INLAND
4855,total_rooms,True,True,4.974861180904523,-119.16,34.17,17.0,7982.0,1603.0,6437.0,1596.0,4.1279,223900.0,NEAR OCEAN
4867,total_rooms,True,True,4.585074748743719,-118.28,34.07,25.0,7522.0,3179.0,7221.0,2902.0,2.0173,177500.0,<1H OCEAN
4878,total_rooms,True,True,3.58010364321608,-118.12,33.92,27.0,6336.0,1628.0,4673.0,1505.0,2.5893,183700.0,<1H OCEAN
4901,total_rooms,True,True,5.610382537688442,-118.22,33.86,16.0,8732.0,1489.0,3944.0,1493.0,5.1948,203500.0,<1H OCEAN
4906,total_rooms,True,False,3.2064170854271357,-117.17,32.68,16.0,5895.0,1424.0,873.0,522.0,7.3669,187500.0,NEAR OCEAN
4922,total_rooms,True,True,5.048581658291457,-117.75,34.1,21.0,8069.0,2174.0,4369.0,2036.0,3.2756,156800.0,INLAND
4925,total_rooms,True,True,16.961641331658292,-117.75,34.01,4.0,22128.0,3522.0,10450.0,3258.0,6.1287,289600.0,<1H OCEAN
4931,total_rooms,True,True,3.780081030150754,-118.41,34.32,18.0,6572.0,1105.0,3473.0,1067.0,5.2987,203400.0,<1H OCEAN
5013,total_rooms,True,True,4.217319723618091,-121.28,38.55,35.0,7088.0,1279.0,4885.0,1272.0,2.6981,112500.0,INLAND
5029,total_rooms,True,False,3.371652638190955,-122.23,37.46,36.0,6090.0,1057.0,3081.0,1075.0,5.6629,343600.0,NEAR OCEAN
5041,total_rooms,True,True,4.776578517587939,-118.52,34.4,5.0,7748.0,1557.0,4768.0,1393.0,5.305,311200.0,<1H OCEAN
5050,total_rooms,True,True,4.132583542713568,-117.27,34.39,6.0,6988.0,1121.0,3660.0,1092.0,4.2224,125700.0,INLAND
5071,total_rooms,True,False,3.316574120603015,-117.6,34.11,18.0,6025.0,1062.0,3360.0,1028.0,4.8889,155700.0,INLAND
5075,total_rooms,True,False,3.1072757537688442,-122.15,37.71,18.0,5778.0,1526.0,2441.0,1352.0,3.1682,202700.0,NEAR BAY
5079,total_rooms,True,True,4.743531407035176,-121.48,38.62,23.0,7709.0,1279.0,4147.0,1262.0,3.8272,96600.0,INLAND
5107,total_rooms,True,True,8.086373743718593,-117.23,33.91,9.0,11654.0,2100.0,7596.0,2127.0,4.0473,127200.0,INLAND
5119,total_rooms,True,True,3.8232964824120605,-118.04,33.84,21.0,6623.0,1204.0,3193.0,1129.0,4.5395,256000.0,<1H OCEAN
5125,total_rooms,True,True,5.220596105527639,-118.35,33.74,25.0,8272.0,1132.0,3392.0,1132.0,10.0973,500001.0,NEAR OCEAN
5128,total_rooms,True,True,5.241780150753769,-121.42,37.71,7.0,8297.0,1433.0,4189.0,1271.0,4.3696,170700.0,INLAND
5142,total_rooms,True,False,3.3894472361809047,-120.46,37.33,17.0,6111.0,1171.0,2950.0,1104.0,3.2852,98800.0,INLAND
5143,total_rooms,True,True,3.904643216080402,-122.75,38.54,6.0,6719.0,1016.0,2699.0,997.0,5.4886,254200.0,<1H OCEAN
5148,total_rooms,True,False,3.2140433417085426,-117.32,34.54,9.0,5904.0,1165.0,3489.0,1063.0,3.125,92800.0,INLAND
5157,total_rooms,True,True,7.744886934673367,-118.68,34.13,9.0,11251.0,1594.0,3029.0,1227.0,6.7273,500001.0,<1H OCEAN
5160,total_rooms,True,False,3.125070351758794,-116.82,34.24,11.0,5799.0,1527.0,713.0,262.0,2.5147,84700.0,INLAND
5175,total_rooms,True,False,3.4148680904522615,-121.67,38.54,13.0,6141.0,1019.0,2553.0,967.0,4.2432,326500.0,INLAND
5207,total_rooms,True,True,6.650095477386934,-117.84,34.04,4.0,9959.0,1544.0,4904.0,1429.0,6.9754,402500.0,<1H OCEAN
5224,total_rooms,True,True,7.413568467336684,-118.62,34.26,15.0,10860.0,1653.0,4178.0,1581.0,6.3249,262100.0,<1H OCEAN
5237,total_rooms,True,False,3.3724999999999996,-117.29,33.1,6.0,6091.0,1018.0,2064.0,957.0,5.1837,259800.0,NEAR OCEAN
5243,total_rooms,True,True,3.8063492462311554,-118.49,34.11,27.0,6603.0,879.0,2336.0,868.0,13.2935,500001.0,<1H OCEAN
5272,total_rooms,True,True,3.761439070351759,-122.01,38.25,11.0,6550.0,1149.0,3570.0,1123.0,3.8583,137900.0,INLAND
5279,total_rooms,True,True,3.611456030150754,-122.29,37.41,30.0,6373.0,854.0,2149.0,798.0,10.6868,500001.0,NEAR OCEAN
5287,total_rooms,True,True,4.673200376884422,-117.6,33.87,15.0,7626.0,1570.0,3823.0,1415.0,3.4419,138100.0,INLAND
5292,total_rooms,True,True,6.493333542713568,-121.32,38.59,21.0,9774.0,1777.0,4674.0,1712.0,3.6817,136100.0,INLAND
5344,total_rooms,True,True,16.101569095477387,-118.43,34.43,5.0,21113.0,4386.0,9842.0,3886.0,4.2037,194600.0,<1H OCEAN
5345,total_rooms,True,True,3.740255025125628,-117.04,32.9,6.0,6525.0,826.0,3146.0,806.0,9.2858,436100.0,<1H OCEAN
5347,total_rooms,True,True,9.443,-121.06,38.7,9.0,13255.0,1739.0,5001.0,1627.0,6.314,228900.0,INLAND
5375,total_rooms,True,True,3.5241777638190954,-118.43,34.15,28.0,6270.0,1706.0,2549.0,1497.0,3.2241,295800.0,<1H OCEAN
5398,total_rooms,True,True,4.830809673366834,-121.26,38.7,9.0,7812.0,1348.0,3275.0,1178.0,4.3826,146600.0,INLAND
5407,total_rooms,True,True,4.824030778894472,-116.93,33.93,13.0,7804.0,1594.0,3297.0,1469.0,2.0549,95600.0,INLAND
5418,total_rooms,True,False,3.1352386934673366,-121.96,37.51,22.0,5811.0,1125.0,3215.0,1086.0,4.4107,223500.0,<1H OCEAN
5466,total_rooms,True,True,4.223251256281407,-116.42,33.79,12.0,7095.0,1260.0,1179.0,570.0,4.9444,285000.0,INLAND
5467,total_rooms,True,False,3.402157663316583,-117.14,33.12,7.0,6126.0,1032.0,2662.0,923.0,4.9005,264000.0,<1H OCEAN
5491,total_rooms,True,False,3.019997487437186,-117.53,33.94,21.0,5675.0,935.0,2834.0,865.0,4.2263,203200.0,INLAND
5523,total_rooms,True,True,12.268951633165829,-117.7,33.48,6.0,16590.0,2696.0,6223.0,2357.0,6.3088,340300.0,<1H OCEAN
5528,total_rooms,True,True,4.906224874371859,-121.42,38.51,15.0,7901.0,1422.0,4769.0,1418.0,2.8139,90400.0,INLAND
5536,total_rooms,True,True,14.048411432160805,-117.79,34.02,5.0,18690.0,2862.0,9427.0,2777.0,6.4266,315600.0,<1H OCEAN
5538,total_rooms,True,True,8.090610552763819,-116.39,33.69,10.0,11659.0,2007.0,2186.0,1083.0,6.9833,238800.0,INLAND
5540,total_rooms,True,True,3.541972361809045,-122.44,37.74,23.0,6291.0,1269.0,2818.0,1198.0,4.2672,391900.0,NEAR BAY
5552,total_rooms,True,True,4.7731890703517585,-118.99,37.63,10.0,7744.0,1573.0,483.0,224.0,3.2917,231800.0,INLAND
5563,total_rooms,True,True,6.233193467336684,-117.59,34.16,10.0,9467.0,1181.0,3819.0,1122.0,7.8252,361400.0,INLAND
5568,total_rooms,True,True,3.5902719849246227,-118.37,34.09,31.0,6348.0,1827.0,2559.0,1755.0,3.2818,225000.0,<1H OCEAN
5576,total_rooms,True,False,3.2920006281407033,-121.37,38.63,30.0,5996.0,1018.0,2532.0,1049.0,4.6127,151800.0,INLAND
5579,total_rooms,True,True,6.394192211055277,-118.56,34.14,23.0,9657.0,1189.0,3585.0,1162.0,10.4399,500001.0,<1H OCEAN
5620,total_rooms,True,True,6.863630653266331,-121.46,38.49,15.0,10211.0,1995.0,5656.0,1752.0,2.575,107900.0,INLAND
5639,total_rooms,True,True,4.3020559045226126,-120.76,38.12,7.0,7188.0,1288.0,3175.0,1115.0,3.8488,130600.0,INLAND
5646,total_rooms,True,True,6.245903894472361,-116.54,33.82,12.0,9482.0,2501.0,2725.0,1300.0,1.5595,115600.0,INLAND
5653,total_rooms,True,True,10.3123932160804,-117.43,33.91,15.0,14281.0,2511.0,7540.0,2245.0,4.3222,138000.0,INLAND
5666,total_rooms,True,True,4.88843027638191,-117.3,33.17,6.0,7880.0,1533.0,3760.0,1460.0,4.1807,182600.0,NEAR OCEAN
5684,total_rooms,True,True,13.445089824120602,-117.52,33.89,2.0,17978.0,3217.0,7305.0,2463.0,5.1695,220800.0,INLAND
5737,total_rooms,True,True,13.062929648241207,-117.83,33.99,14.0,17527.0,2751.0,8380.0,2676.0,6.2734,267000.0,<1H OCEAN
5748,total_rooms,True,True,6.565359296482412,-117.25,33.06,6.0,9859.0,1448.0,4194.0,1401.0,6.439,296200.0,NEAR OCEAN
5749,total_rooms,True,True,6.729747487437185,-121.87,36.55,20.0,10053.0,1768.0,3083.0,1621.0,5.1506,387500.0,NEAR OCEAN
5757,total_rooms,True,False,3.4343574120603018,-122.24,37.55,3.0,6164.0,1175.0,2198.0,975.0,6.7413,435900.0,NEAR BAY
5778,total_rooms,True,True,5.3290584170854265,-122.43,37.64,34.0,8400.0,1812.0,4101.0,1717.0,4.1033,301000.0,NEAR OCEAN
5818,total_rooms,True,True,9.470962939698492,-117.38,33.67,9.0,13288.0,2728.0,7235.0,2350.0,3.375,131800.0,<1H OCEAN
5830,total_rooms,True,True,3.50384108040201,-118.55,34.38,24.0,6246.0,1028.0,2803.0,999.0,6.3002,282900.0,<1H OCEAN
5839,total_rooms,True,True,4.145293969849246,-121.32,38.63,20.0,7003.0,1409.0,3107.0,1315.0,3.0348,150500.0,INLAND
5880,total_rooms,True,True,5.079934045226131,-117.2,34.24,22.0,8106.0,1665.0,1062.0,423.0,3.0434,137200.0,INLAND
5906,total_rooms,True,True,4.382555276381909,-122.26,37.56,23.0,7283.0,1342.0,3399.0,1298.0,5.6683,391000.0,NEAR BAY
5914,total_rooms,True,True,8.817646984924624,-116.95,32.83,14.0,12517.0,2506.0,6389.0,2333.0,3.3081,168700.0,<1H OCEAN
5953,total_rooms,True,False,3.3818209798994974,-119.87,36.78,4.0,6102.0,1114.0,3406.0,1115.0,3.4213,84500.0,INLAND
5983,total_rooms,True,False,3.465709798994975,-122.14,37.86,20.0,6201.0,1182.0,2415.0,1141.0,4.5744,314000.0,NEAR BAY
5988,total_rooms,True,False,3.3809736180904526,-119.83,36.8,16.0,6101.0,1200.0,3407.0,1134.0,3.125,80800.0,INLAND
5997,total_rooms,True,True,3.953790201005025,-121.92,37.24,26.0,6777.0,1051.0,3319.0,1061.0,6.3663,279400.0,<1H OCEAN
6024,total_rooms,True,False,3.0106765075376885,-117.98,33.67,7.0,5664.0,1174.0,2493.0,1101.0,5.8252,264700.0,<1H OCEAN
6029,total_rooms,True,True,6.686532035175879,-117.21,33.93,4.0,10002.0,1468.0,5439.0,1397.0,5.0223,152600.0,INLAND
6037,total_rooms,True,True,13.241722989949748,-120.59,34.7,29.0,17738.0,3114.0,12427.0,2826.0,2.7377,28300.0,NEAR OCEAN
6067,total_rooms,True,True,8.349903266331658,-117.5,34.12,2.0,11965.0,1802.0,4436.0,1296.0,5.285,191700.0,INLAND
6070,total_rooms,True,True,5.592587939698492,-117.75,33.54,21.0,8711.0,1544.0,3173.0,1396.0,5.0907,378200.0,<1H OCEAN
6077,total_rooms,True,True,4.539317211055276,-117.65,33.45,15.0,7468.0,1275.0,3033.0,1217.0,5.49,239300.0,NEAR OCEAN
6100,total_rooms,True,True,3.668229271356784,-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,72000.0,INLAND
6133,total_rooms,True,True,5.936616834170854,-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,351300.0,<1H OCEAN
6136,total_rooms,True,True,8.669358668341708,-116.94,34.24,27.0,12342.0,2630.0,1300.0,566.0,1.998,153500.0,INLAND
6140,total_rooms,True,True,5.710371231155779,-118.52,34.26,21.0,8850.0,2139.0,4717.0,1979.0,3.7816,254200.0,<1H OCEAN
6142,total_rooms,True,True,4.165630653266332,-121.95,37.28,19.0,7027.0,1847.0,3759.0,1753.0,3.1509,242900.0,<1H OCEAN
6172,total_rooms,True,True,3.5301092964824123,-121.93,37.3,14.0,6277.0,1742.0,3025.0,1630.0,4.0653,234200.0,<1H OCEAN
6177,total_rooms,True,True,4.5579591708542715,-121.89,37.68,12.0,7490.0,1207.0,3329.0,1136.0,6.3373,339700.0,<1H OCEAN
6199,total_rooms,True,False,3.396226130653266,-121.36,38.63,28.0,6119.0,985.0,2631.0,934.0,4.875,146400.0,INLAND
6206,total_rooms,True,False,3.305558417085427,-120.26,39.32,24.0,6012.0,1227.0,780.0,358.0,3.0043,122100.0,INLAND
6232,total_rooms,True,True,4.1961356783919594,-117.81,34.12,23.0,7063.0,1176.0,3100.0,1112.0,4.8229,192600.0,INLAND
6244,total_rooms,True,True,3.7080552763819097,-122.34,37.96,15.0,6487.0,1717.0,3408.0,1560.0,2.1991,133300.0,NEAR BAY
6248,total_rooms,True,True,6.807704773869347,-117.38,33.67,17.0,10145.0,2306.0,4776.0,1749.0,2.2423,132600.0,<1H OCEAN
6271,total_rooms,True,True,3.6699239949748743,-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,123400.0,INLAND
6281,total_rooms,True,True,6.46282851758794,-117.46,33.9,10.0,9738.0,2130.0,4936.0,1840.0,3.3187,144800.0,INLAND
6297,total_rooms,True,False,3.247090452261306,-118.44,34.05,20.0,5943.0,1538.0,2492.0,1429.0,4.1141,305000.0,<1H OCEAN
6337,total_rooms,True,True,4.346118718592964,-116.94,33.77,14.0,7240.0,1410.0,2708.0,1240.0,2.4145,137600.0,INLAND
6342,total_rooms,True,False,3.07253391959799,-121.02,37.62,14.0,5737.0,1286.0,4722.0,1210.0,1.6731,95800.0,INLAND
6358,total_rooms,True,True,15.958364949748743,-117.31,33.19,11.0,20944.0,3753.0,8738.0,3441.0,4.3762,215500.0,NEAR OCEAN
6387,total_rooms,True,False,3.443678391959799,-118.02,34.04,28.0,6175.0,1449.0,5041.0,1408.0,2.8821,158100.0,<1H OCEAN
6447,total_rooms,True,True,7.529657035175879,-116.95,33.79,8.0,10997.0,2205.0,5060.0,1949.0,2.1979,95300.0,INLAND
6459,total_rooms,True,True,3.5495986180904526,-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,262100.0,<1H OCEAN
6468,total_rooms,True,True,4.977403266331658,-121.96,38.33,3.0,7985.0,1257.0,3664.0,1215.0,4.976,158300.0,INLAND
6501,total_rooms,True,False,3.2775954773869347,-121.3,38.11,5.0,5979.0,1190.0,2679.0,1084.0,4.196,171700.0,INLAND
6517,total_rooms,True,True,5.288385050251256,-118.17,34.67,5.0,8352.0,1555.0,3723.0,1389.0,4.5659,140300.0,INLAND
6547,total_rooms,True,False,3.110665201005025,-120.63,35.59,9.0,5782.0,1184.0,3026.0,1130.0,2.6528,113500.0,<1H OCEAN
6559,total_rooms,True,True,4.459665201005025,-117.13,32.63,10.0,7374.0,1157.0,1900.0,794.0,8.7991,478500.0,NEAR OCEAN
6602,total_rooms,True,False,3.40978391959799,-119.58,36.83,13.0,6135.0,863.0,2473.0,774.0,5.4895,156700.0,INLAND
6604,total_rooms,True,True,7.435599874371859,-116.91,33.75,13.0,10886.0,2127.0,4266.0,1955.0,2.3169,123400.0,INLAND
6608,total_rooms,True,True,3.730086683417085,-118.33,33.96,24.0,6513.0,1290.0,2636.0,1271.0,4.2099,189800.0,<1H OCEAN
6613,total_rooms,True,True,7.366116206030151,-117.38,34.14,11.0,10804.0,1493.0,5221.0,1482.0,5.246,161400.0,INLAND
6623,total_rooms,True,False,3.280984924623115,-117.34,34.46,9.0,5983.0,1122.0,3515.0,1064.0,3.1505,102000.0,INLAND
6630,total_rooms,True,True,3.6656871859296483,-117.34,33.96,15.0,6437.0,1298.0,2805.0,1205.0,4.1883,184500.0,INLAND
6641,total_rooms,True,True,5.071460427135678,-117.97,33.91,19.0,8096.0,1318.0,3853.0,1313.0,6.0076,269500.0,<1H OCEAN
6663,total_rooms,True,True,4.0749629396984925,-118.53,34.14,28.0,6920.0,906.0,2515.0,860.0,9.2189,500001.0,<1H OCEAN
6670,total_rooms,True,True,11.09196608040201,-119.25,34.21,12.0,15201.0,2418.0,7132.0,2251.0,5.6756,301800.0,NEAR OCEAN
6699,total_rooms,True,True,7.018697864321608,-117.2,33.07,5.0,10394.0,1617.0,4496.0,1553.0,5.9289,411300.0,NEAR OCEAN
6709,total_rooms,True,True,4.068184045226131,-121.79,36.68,22.0,6912.0,1513.0,3794.0,1455.0,3.0608,168300.0,<1H OCEAN
6734,total_rooms,True,True,4.004631909547738,-122.79,38.48,7.0,6837.0,,3468.0,1405.0,3.1662,191000.0,<1H OCEAN
6742,total_rooms,True,True,7.04496608040201,-119.74,36.85,3.0,10425.0,2121.0,4432.0,1778.0,3.9032,140800.0,INLAND
6743,total_rooms,True,True,4.513048994974874,-116.26,33.65,3.0,7437.0,1222.0,574.0,302.0,10.2948,382400.0,INLAND
6752,total_rooms,True,True,4.844367462311558,-118.45,34.16,22.0,7828.0,2038.0,3303.0,1922.0,3.6171,318300.0,<1H OCEAN
6760,total_rooms,True,True,3.686871231155779,-121.99,37.56,20.0,6462.0,1294.0,3288.0,1235.0,4.3393,231200.0,<1H OCEAN
6774,total_rooms,True,True,5.912890703517588,-117.15,33.45,4.0,9089.0,1413.0,3886.0,1243.0,4.6904,174200.0,<1H OCEAN
6833,total_rooms,True,False,3.222516959798995,-122.07,37.69,31.0,5914.0,1309.0,2999.0,1295.0,3.0964,190500.0,NEAR BAY
6834,total_rooms,True,True,3.780928391959799,-118.4,34.28,16.0,6573.0,1480.0,6161.0,1473.0,3.3304,154900.0,<1H OCEAN
6837,total_rooms,True,False,3.2089591708542713,-116.98,33.26,12.0,5898.0,1002.0,3129.0,945.0,4.7647,254100.0,<1H OCEAN
6841,total_rooms,True,True,4.770646984924623,-121.28,38.66,17.0,7741.0,1401.0,3153.0,1331.0,3.7869,216100.0,INLAND
6844,total_rooms,True,True,3.5936614321608036,-117.89,33.78,16.0,6352.0,1747.0,5085.0,1649.0,2.8835,193800.0,<1H OCEAN
6863,total_rooms,True,True,8.599027638190956,-121.24,38.82,5.0,12259.0,1643.0,4819.0,1582.0,5.4498,217300.0,INLAND
6866,total_rooms,True,True,3.8190596733668345,-118.14,33.87,21.0,6618.0,1773.0,4396.0,1649.0,3.0989,171400.0,<1H OCEAN
6895,total_rooms,True,True,3.597050879396985,-117.45,34.11,7.0,6356.0,1244.0,4052.0,1164.0,2.9112,121700.0,INLAND
6923,total_rooms,True,True,3.5173988693467333,-118.1,34.14,26.0,6262.0,1645.0,3001.0,1505.0,3.6572,213200.0,<1H OCEAN
6924,total_rooms,True,False,3.4877412060301505,-118.58,34.21,13.0,6227.0,1317.0,3739.0,1226.0,4.0313,299300.0,<1H OCEAN
6938,total_rooms,True,True,4.545248743718593,-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,186500.0,NEAR BAY
6956,total_rooms,True,True,23.971865577889446,-117.12,33.52,4.0,30401.0,4957.0,13251.0,4339.0,4.5841,212300.0,<1H OCEAN
6959,total_rooms,True,True,6.887356783919598,-118.14,34.14,24.0,10239.0,2823.0,4210.0,2565.0,3.6997,225000.0,<1H OCEAN
6992,total_rooms,True,True,5.986611180904522,-121.84,37.18,6.0,9176.0,1201.0,3637.0,1138.0,8.3837,473400.0,<1H OCEAN
7045,total_rooms,True,True,4.524064698492462,-120.67,37.97,9.0,7450.0,1475.0,2233.0,930.0,2.6528,133000.0,INLAND
7050,total_rooms,True,True,10.086147613065325,-122.07,37.52,3.0,14014.0,2861.0,7205.0,2753.0,6.0824,273500.0,NEAR BAY
7059,total_rooms,True,True,4.08597864321608,-117.57,34.02,5.0,6933.0,1311.0,3845.0,1285.0,4.6727,158900.0,INLAND
7083,total_rooms,True,True,5.860354271356783,-119.07,35.33,13.0,9027.0,1901.0,4870.0,1797.0,3.406,100700.0,INLAND
7094,total_rooms,True,False,3.1115125628140703,-117.19,33.7,24.0,5783.0,1256.0,1990.0,1151.0,1.9014,83500.0,<1H OCEAN
7105,total_rooms,True,True,5.365494974874372,-117.27,33.92,13.0,8443.0,1744.0,4885.0,1470.0,3.0907,127200.0,INLAND
